accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
2017-03-15 00:00:55.806,3789,TCP  ,[IP_ADDRESS],3065,Microsoft Edge,65,Female,NO,Premium,Spanish,9.618,No,0,Cash
2017-03-15 00:00:55.806,3563,TCP  ,[IP_ADDRESS],2871,Microsoft Edge,29,Male,CA,Premium,Spanish,124.2,No,0,Credit Card
2017-03-15 00:01:28.437,2339,TCP  ,[IP_ADDRESS],46,Microsoft Edge,66,Female,MX,Premium,Spanish,3.264,No,0,Others
2017-03-15 00:01:28.437,4200,TCP  ,[IP_ADDRESS],40,Safari,23,Male,CA,Premium,Spanish,86.304,No,0,Credit Card
2017-03-15 00:01:15.747,2979,TCP  ,[IP_ADDRESS],3065,Safari,32,Female,IT,Premium,Spanish,0,Yes,8.56,Credit Card
2017-03-15 00:01:15.747,4780,TCP  ,[IP_ADDRESS],2871,Safari,51,Male,US,Premium,Spanish,15.76,No,0,Debit Card
2017-03-15 00:01:30.232,3183,TCP  ,[IP_ADDRESS],329,Safari,66,Female,US,Premium,English,29.472,No,0,Credit Card
2017-03-15 00:01:30.232,3037,HTTP,[IP_ADDRESS],2430,Others,68,Male,US,Premium,English,1097.544,No,0,Credit Card
2017-03-15 00:01:32.957,2881,TCP  ,[IP_ADDRESS],3065,Others,43,Male,IT,Premium,Spanish,190.92,No,0,Credit Card
2017-03-15 00:01:32.957,3033,TCP  ,[IP_ADDRESS],2917,Others,59,Female,RU,Premium,Spanish,113.328,No,0,Credit Card
2017-03-15 00:02:19.498,4827,TCP  ,[IP_ADDRESS],2157,Others,54,Male,RU,Premium,Spanish,532.3992,No,0,Cash
2017-03-15 00:02:19.498,3264,TCP  ,[IP_ADDRESS],3249,Others,24,Male,JP,Premium,Spanish,212.058,No,0,Cash
2017-03-15 00:00:46.705,4933,TCP  ,[IP_ADDRESS],381,Others,49,Female,IT,Premium,Spanish,371.168,No,0,Cash
2017-03-15 00:00:46.705,3990,TCP  ,[IP_ADDRESS],8669,Others,67,Male,US,Premium,Spanish,147.168,No,0,Credit Card
2017-03-15 00:02:34.788,3655,TCP  ,[IP_ADDRESS],3065,Others,48,Female,IT,Premium,Spanish,77.88,No,0,Cash
2017-03-15 00:02:34.788,4420,TCP  ,[IP_ADDRESS],3027,Others,40,Female,CA,Premium,Spanish,95.616,No,0,Cash
2017-03-15 00:02:14.124,2092,TCP  ,[IP_ADDRESS],1029,Others,41,Female,JP,Premium,Spanish,45.98,No,0,Credit Card
2017-03-15 00:02:14.124,2646,TCP  ,[IP_ADDRESS],7629,Safari,46,Male,IT,Premium,Spanish,17.46,No,0,Others
2017-03-15 00:02:55.012,3566,TCP  ,[IP_ADDRESS],46,Safari,19,Female,IT,Premium,Spanish,211.96,No,0,Credit Card
2017-03-15 00:02:55.012,2200,TCP  ,[IP_ADDRESS],40,Safari,43,Female,US,Premium,Spanish,45,No,0,Debit Card
2017-03-15 00:02:59.004,3928,TCP  ,[IP_ADDRESS],329,Safari,18,Male,CA,Premium,Spanish,21.8,No,0,Others
2017-03-15 00:02:59.004,2585,TCP  ,[IP_ADDRESS],4393,Safari,22,Female,CN,Premium,Spanish,38.22,No,0,Debit Card
2017-03-15 00:02:50.696,4855,TCP  ,[IP_ADDRESS],3093,Safari,61,Female,CN,Premium,Spanish,75.18,No,0,Cash
2017-03-15 00:02:50.696,3301,TCP  ,[IP_ADDRESS],2917,IOS App,41,Female,US,Premium,Spanish,0,Yes,113.328,Others
2017-03-15 00:03:11.781,2293,TCP  ,[IP_ADDRESS],2985,Microsoft Edge,53,Female,IT,Premium,Spanish,89.99,No,0,Credit Card
2017-03-15 00:03:11.781,2115,TCP  ,[IP_ADDRESS],2843,Microsoft Edge,43,Female,CA,Premium,Spanish,15.26,No,0,Cash
2017-03-15 00:03:26.410,3742,TCP  ,[IP_ADDRESS],2261,Microsoft Edge,45,Female,CN,Premium,Spanish,1029.95,No,0,Debit Card
2017-03-15 00:03:26.410,1501,TCP  ,[IP_ADDRESS],3249,IOS App,29,Female,US,Premium,Spanish,208.56,No,0,Others
2017-03-15 00:00:32.016,2800,TCP  ,[IP_ADDRESS],2163,IOS App,43,Male,CA,Premium,Spanish,32.4,No,0,Cash
2017-03-15 00:00:32.016,4058,TCP  ,[IP_ADDRESS],3237,IOS App,19,Female,AR,Premium,Spanish,319.41,No,0,Credit Card
2017-03-15 00:04:07.571,2858,TCP  ,[IP_ADDRESS],46,IOS App,67,Female,GB,Premium,Spanish,14.56,No,0,Cash
2017-03-15 00:04:07.571,3921,TCP  ,[IP_ADDRESS],40,IOS App,36,Female,DE,Premium,Spanish,30,No,0,Cash
2017-03-15 00:04:15.639,3814,TCP  ,[IP_ADDRESS],46,Chrome,64,Male,US,Premium,Spanish,48.48,No,0,Others
2017-03-15 00:04:15.639,4678,TCP  ,[IP_ADDRESS],40,Chrome,33,Female,JP,Premium,Spanish,0,Yes,45,Others
2017-03-15 00:04:20.538,3357,TCP  ,[IP_ADDRESS],46,Chrome,33,Female,AU,Premium,Spanish,13.98,No,0,Credit Card
2017-03-15 00:04:20.538,1773,TCP  ,[IP_ADDRESS],40,Chrome,66,Male,IT,Premium,Spanish,25.824,No,0,Cash
2017-03-15 00:01:26.295,1623,TCP  ,[IP_ADDRESS],2283,Chrome,29,Female,RU,Premium,Spanish,0,Yes,75.18,Debit Card
2017-03-15 00:01:26.295,4017,TCP  ,[IP_ADDRESS],3185,Chrome,22,Male,CH,Premium,Spanish,79.76,No,0,Cash
2017-03-15 00:04:29.221,1556,TCP  ,[IP_ADDRESS],2157,Chrome,63,Female,AR,Premium,Spanish,213.115,No,0,Cash
2017-03-15 00:04:29.221,4791,TCP  ,[IP_ADDRESS],3249,Chrome,24,Female,FI,Premium,Spanish,1113.024,No,0,Debit Card
2017-03-15 00:01:39.467,2603,TCP  ,[IP_ADDRESS],556,Chrome,24,Female,IN,Normal,Spanish,167.968,No,0,Cash
2017-03-15 00:01:39.467,1782,TCP  ,[IP_ADDRESS],515,Chrome,44,Female,CA,Normal,Spanish,75.88,No,0,Credit Card
2017-03-15 00:01:39.467,2843,TCP  ,[IP_ADDRESS],561,Others,34,Male,AU,Normal,Spanish,4.616,No,0,Cash
2017-03-15 00:01:39.467,4080,TCP  ,[IP_ADDRESS],589,Others,47,Female,CA,Normal,Spanish,19.05,No,0,Cash
2017-03-15 00:01:39.523,2350,TCP  ,[IP_ADDRESS],702,Others,38,Male,IT,Normal,Spanish,831.936,No,0,Others
2017-03-15 00:01:39.523,4354,TCP  ,[IP_ADDRESS],586,Others,57,Female,IT,Normal,Spanish,97.04,No,0,Others
2017-03-15 00:01:39.539,4981,TCP  ,[IP_ADDRESS],1726,Others,67,Male,IT,Normal,Spanish,72.784,No,0,Cash
2017-03-15 00:01:39.539,4962,TCP  ,[IP_ADDRESS],579,Others,41,Male,AU,Normal,Spanish,0,Yes,351.15,Others
2017-03-15 00:01:41.044,2634,TCP  ,[IP_ADDRESS],639,Mozilla Firefox,40,Female,IT,Normal,Spanish,9.708,No,0,Debit Card
2017-03-15 00:01:41.044,2335,TCP  ,[IP_ADDRESS],614,Mozilla Firefox,69,Female,IT,Normal,Spanish,27.24,No,0,Cash
2017-03-15 00:04:46.921,2295,TCP  ,[IP_ADDRESS],2985,Mozilla Firefox,47,Female,IT,Premium,Spanish,19.3,No,0,Cash
2017-03-15 00:04:46.921,2695,TCP  ,[IP_ADDRESS],2917,Mozilla Firefox,53,Female,US,Premium,Spanish,208.16,No,0,Credit Card
2017-03-15 00:04:54.424,4989,TCP  ,[IP_ADDRESS],3249,Mozilla Firefox,40,Male,RU,Premium,Spanish,16.74,No,0,Cash
2017-03-15 00:04:54.424,3366,TCP  ,[IP_ADDRESS],2261,Mozilla Firefox,60,Male,CN,Premium,Spanish,14.9,No,0,Credit Card
2017-03-15 00:05:11.669,3980,TCP  ,[IP_ADDRESS],977,Android App,30,Male,CA,Premium,Spanish,21.39,No,0,Cash
2017-03-15 00:05:11.669,2608,TCP  ,[IP_ADDRESS],1469,Android App,66,Female,CN,Premium,Spanish,200.984,No,0,Credit Card
2017-03-15 00:05:22.845,2915,TCP  ,[IP_ADDRESS],40,Android App,22,Male,CH,Premium,Spanish,230.376,No,0,Cash
2017-03-15 00:05:22.845,1661,TCP  ,[IP_ADDRESS],46,Android App,53,Male,CN,Premium,Spanish,0,Yes,19.05,Cash
2017-03-15 00:05:10.118,2216,TCP  ,[IP_ADDRESS],3201,Android App,52,Female,CA,Premium,Spanish,19.99,No,0,Cash
2017-03-15 00:05:10.118,2620,TCP  ,[IP_ADDRESS],2935,Android App,26,Male,AT,Premium,Spanish,0,Yes,97.04,Cash
2017-03-15 00:05:24.888,3779,TCP  ,[IP_ADDRESS],3249,Android App,66,Male,GB,Premium,Spanish,158.368,No,0,Cash
2017-03-15 00:05:24.888,1587,TCP  ,[IP_ADDRESS],2105,Android App,65,Male,CA,Premium,Spanish,20.1,No,0,Debit Card
2017-03-15 00:02:48.650,4227,TCP  ,[IP_ADDRESS],561,Android App,43,Female,JP,Normal,Spanish,73.584,No,0,Cash
2017-03-15 00:02:48.650,4317,TCP  ,[IP_ADDRESS],589,Android App,59,Female,PL,Normal,Spanish,0,Yes,27.24,Debit Card
2017-03-15 00:02:48.650,3291,TCP  ,[IP_ADDRESS],556,Android App,30,Female,CH,Normal,Spanish,12.96,No,0,Others
2017-03-15 00:02:48.650,4131,TCP  ,[IP_ADDRESS],515,Android App,25,Female,US,Normal,Spanish,53.34,No,0,Debit Card
2017-03-15 00:02:48.651,3856,TCP  ,[IP_ADDRESS],702,Android App,29,Female,RU,Normal,Spanish,32.96,No,0,Debit Card
2017-03-15 00:02:48.651,3019,TCP  ,[IP_ADDRESS],586,Android App,19,Female,US,Normal,Spanish,5.682,No,0,Debit Card
2017-03-15 00:02:39.477,2802,TCP  ,[IP_ADDRESS],2163,Android App,62,Male,US,Premium,Spanish,96.53,No,0,Others
2017-03-15 00:02:39.477,1843,TCP  ,[IP_ADDRESS],3185,Android App,39,Male,JP,Premium,Spanish,51.312,No,0,Cash
2017-03-15 00:02:49.707,4351,TCP  ,[IP_ADDRESS],1726,Android App,33,Female,AU,Normal,Spanish,77.88,No,0,Cash
2017-03-15 00:02:49.707,3363,TCP  ,[IP_ADDRESS],579,Android App,26,Female,CA,Normal,Spanish,64.624,No,0,Debit Card
2017-03-15 00:02:49.712,4917,TCP  ,[IP_ADDRESS],639,Android App,43,Male,NO,Normal,Spanish,95.976,No,0,Credit Card
2017-03-15 00:02:49.712,4181,TCP  ,[IP_ADDRESS],614,Android App,40,Female,CH,Normal,Spanish,0,Yes,2315.5,Debit Card
2017-03-15 00:05:33.302,2853,TCP  ,[IP_ADDRESS],2985,Android App,55,Male,RU,Premium,Spanish,23.92,No,0,Credit Card
2017-03-15 00:05:33.302,1711,TCP  ,[IP_ADDRESS],2871,Android App,24,Female,SE,Premium,Spanish,238.896,No,0,Credit Card
2017-03-15 00:04:28.123,4073,TCP  ,[IP_ADDRESS],717,Chrome,24,Male,IT,Premium,Spanish,102.36,No,0,Cash
2017-03-15 00:04:28.123,4310,TCP  ,[IP_ADDRESS],4445,Mozilla Firefox,30,Female,US,Premium,Spanish,36.882,No,0,Credit Card
2017-03-15 00:02:48.741,4129,TCP  ,[IP_ADDRESS],2215,Mozilla Firefox,34,Male,CA,Premium,Spanish,74.112,No,0,Credit Card
2017-03-15 00:02:48.741,3516,TCP  ,[IP_ADDRESS],3145,Mozilla Firefox,64,Female,DE,Premium,Spanish,27.992,No,0,Cash
2017-03-15 00:03:03.371,2465,UDP  ,[IP_ADDRESS],76,Mozilla Firefox,57,Female,CA,Premium,Spanish,3.304,No,0,Cash
2017-03-15 00:03:03.371,3728,UDP  ,[IP_ADDRESS],76,Mozilla Firefox,18,Male,JP,Premium,Spanish,339.96,No,0,Credit Card
2017-03-15 00:05:51.137,3472,TCP  ,[IP_ADDRESS],3077,Mozilla Firefox,26,Female,JP,Premium,Spanish,41.96,No,0,Cash
2017-03-15 00:05:51.137,4281,TCP  ,[IP_ADDRESS],3679,Mozilla Firefox,19,Female,GB,Premium,Spanish,75.96,No,0,Debit Card
2017-03-15 00:02:58.441,1642,TCP  ,[IP_ADDRESS],2267,Mozilla Firefox,22,Female,IT,Premium,Spanish,27.24,No,0,Cash
2017-03-15 00:02:58.441,3000,TCP  ,[IP_ADDRESS],3185,Mozilla Firefox,48,Male,AT,Premium,Spanish,40.096,No,0,Cash
2017-03-15 00:03:07.962,4260,TCP  ,[IP_ADDRESS],2215,Mozilla Firefox,56,Female,IT,Premium,Spanish,4.72,No,0,Cash
2017-03-15 00:03:07.962,2470,TCP  ,[IP_ADDRESS],3185,Android App,35,Male,CH,Premium,Spanish,23.976,No,0,Cash
2017-03-15 00:06:14.707,3293,TCP  ,[IP_ADDRESS],104,Chrome,60,Female,IT,Premium,Spanish,130.464,No,0,Debit Card
2017-03-15 00:06:14.707,4372,TCP  ,[IP_ADDRESS],80,Chrome,32,Female,MX,Premium,Spanish,787.53,No,0,Others
2017-03-15 00:02:40.762,2660,TCP  ,[IP_ADDRESS],2625,Chrome,27,Male,IT,Premium,Spanish,157.794,No,0,Credit Card
2017-03-15 00:02:40.762,3236,TCP  ,[IP_ADDRESS],1678,Chrome,56,Female,IT,Premium,Spanish,47.04,No,0,Credit Card
2017-03-15 00:03:19.407,2537,TCP  ,[IP_ADDRESS],2625,Chrome,35,Male,KR,Premium,Spanish,30.84,No,0,Debit Card
2017-03-15 00:03:19.407,4741,TCP  ,[IP_ADDRESS],1678,Chrome,68,Female,IT,Premium,Spanish,226.56,No,0,Credit Card
2017-03-15 00:03:14.077,2725,TCP  ,[IP_ADDRESS],2163,IOS App,64,Female,PR,Premium,Spanish,115.02,No,0,Cash
2017-03-15 00:03:14.077,4082,TCP  ,[IP_ADDRESS],3185,IOS App,60,Female,AU,Premium,Spanish,68.04,No,0,Cash
2017-03-15 00:03:21.906,4568,TCP  ,[IP_ADDRESS],2625,IOS App,64,Male,US,Premium,Spanish,600.558,No,0,Debit Card
2017-03-15 00:03:21.906,4343,TCP  ,[IP_ADDRESS],1678,IOS App,41,Female,IT,Premium,Spanish,617.7,No,0,Debit Card
2017-03-15 00:03:17.241,3718,TCP  ,[IP_ADDRESS],2179,IOS App,30,Male,US,Premium,Spanish,2.388,No,0,Cash
2017-03-15 00:03:17.241,3462,TCP  ,[IP_ADDRESS],3185,IOS App,40,Male,RU,Premium,Spanish,243.992,No,0,Debit Card
2017-03-15 00:06:39.635,2630,TCP  ,[IP_ADDRESS],255,IOS App,29,Female,IT,Premium,Spanish,81.424,No,0,Others
2017-03-15 00:06:39.635,3562,TCP  ,[IP_ADDRESS],2302,Microsoft Edge,25,Male,SE,Premium,Spanish,238.56,No,0,Cash
2017-03-15 00:03:36.995,3777,TCP  ,[IP_ADDRESS],2319,Microsoft Edge,60,Female,AR,Premium,Spanish,59.97,No,0,Cash
2017-03-15 00:03:36.995,3122,TCP  ,[IP_ADDRESS],3185,Microsoft Edge,42,Female,GB,Premium,Spanish,78.304,No,0,Cash
2017-03-15 00:06:39.285,1785,TCP  ,[IP_ADDRESS],2985,Microsoft Edge,54,Male,IT,Premium,Spanish,21.456,No,0,Cash
2017-03-15 00:06:39.285,2917,TCP  ,[IP_ADDRESS],2825,Microsoft Edge,50,Female,IT,Premium,Spanish,20.04,No,0,Cash
2017-03-15 00:03:46.683,3358,TCP  ,[IP_ADDRESS],2319,Microsoft Edge,54,Male,CH,Premium,Spanish,35.44,No,0,Debit Card
2017-03-15 00:03:46.683,1570,TCP  ,[IP_ADDRESS],3197,Safari,45,Female,US,Premium,Spanish,11.52,No,0,Cash
2017-03-15 00:03:58.098,1683,TCP  ,[IP_ADDRESS],2439,Safari,40,Female,CN,Premium,Spanish,4.02,No,0,Others
2017-03-15 00:03:58.098,3563,TCP  ,[IP_ADDRESS],3185,Safari,24,Male,GB,Premium,Spanish,76.176,No,0,Credit Card
2017-03-15 00:07:10.856,1600,TCP  ,[IP_ADDRESS],46,Safari,40,Male,GB,Premium,Spanish,65.88,No,0,Cash
2017-03-15 00:07:10.856,3543,TCP  ,[IP_ADDRESS],40,Others,32,Female,GB,Premium,Spanish,43.12,No,0,Credit Card
2017-03-15 00:06:57.407,1505,TCP  ,[IP_ADDRESS],3309,Others,28,Female,DE,Premium,Spanish,82.8,No,0,Cash
2017-03-15 00:06:57.407,2073,TCP  ,[IP_ADDRESS],2825,Others,22,Female,US,Premium,Spanish,8.82,No,0,Cash
2017-03-15 00:04:07.740,4712,TCP  ,[IP_ADDRESS],2215,Others,21,Female,NO,Premium,Spanish,10.86,No,0,Credit Card
2017-03-15 00:04:07.740,2200,TCP  ,[IP_ADDRESS],3185,Others,31,Female,DK,Premium,Spanish,143.7,No,0,Credit Card
2017-03-15 00:04:09.007,1604,TCP  ,[IP_ADDRESS],2283,Others,61,Female,JP,Premium,Spanish,839.43,No,0,Credit Card
2017-03-15 00:04:09.007,3520,TCP  ,[IP_ADDRESS],3185,Others,67,Female,IT,Premium,Spanish,671.93,No,0,Cash
2017-03-15 00:03:24.835,2688,TCP  ,[IP_ADDRESS],2665,Others,52,Male,SE,Premium,Spanish,93.888,No,0,Cash
2017-03-15 00:03:24.835,1775,TCP  ,[IP_ADDRESS],1724,Others,44,Male,DE,Premium,Spanish,384.45,No,0,Credit Card
2017-03-15 00:04:19.603,4038,TCP  ,[IP_ADDRESS],2163,Others,48,Female,AU,Premium,Spanish,149.97,No,0,Credit Card
2017-03-15 00:04:19.603,4046,TCP  ,[IP_ADDRESS],3185,Safari,53,Female,CA,Premium,Spanish,1951.84,No,0,Cash
2017-03-15 00:04:26.268,4951,TCP  ,[IP_ADDRESS],2625,Safari,27,Male,CO,Premium,Spanish,171.55,No,0,Cash
2017-03-15 00:04:26.268,2599,TCP  ,[IP_ADDRESS],1678,Safari,28,Female,US,Premium,Spanish,157.92,No,0,Cash
2017-03-15 00:04:39.470,3030,TCP  ,[IP_ADDRESS],556,Safari,43,Female,RU,Normal,Spanish,203.184,No,0,Credit Card
2017-03-15 00:04:39.470,4776,TCP  ,[IP_ADDRESS],515,Safari,54,Male,IT,Normal,Spanish,58.38,No,0,Credit Card
2017-03-15 00:04:39.512,3643,TCP  ,[IP_ADDRESS],702,Safari,41,Male,DE,Normal,Spanish,105.52,No,0,Credit Card
2017-03-15 00:04:39.512,2257,TCP  ,[IP_ADDRESS],586,IOS App,59,Female,US,Normal,Spanish,80.88,No,0,Cash
2017-03-15 00:04:35.123,1509,TCP  ,[IP_ADDRESS],3185,Microsoft Edge,32,Female,CA,Premium,Spanish,6.63,No,0,Credit Card
2017-03-15 00:04:35.123,4941,TCP  ,[IP_ADDRESS],2163,Microsoft Edge,41,Female,IT,Premium,Spanish,457.568,No,0,Credit Card
2017-03-15 00:04:38.489,4397,TCP  ,[IP_ADDRESS],2163,Microsoft Edge,30,Female,AU,Premium,Spanish,14.62,No,0,Others
2017-03-15 00:04:38.489,4899,TCP  ,[IP_ADDRESS],3185,IOS App,22,Male,US,Premium,Spanish,944.93,No,0,Debit Card
2017-03-15 00:04:44.369,3014,TCP  ,[IP_ADDRESS],3185,IOS App,51,Female,RU,Premium,Spanish,5.98,No,0,Cash
2017-03-15 00:04:44.369,2448,TCP  ,[IP_ADDRESS],2163,IOS App,23,Female,IT,Premium,Spanish,54.384,No,0,Credit Card
2017-03-15 00:04:57.452,3596,UDP  ,[IP_ADDRESS],46,IOS App,40,Male,US,Premium,Spanish,28.4,No,0,Cash
2017-03-15 00:04:57.452,2096,ICMP ,[IP_ADDRESS],57,IOS App,37,Male,IT,Premium,Spanish,27.68,No,0,Others
2017-03-15 00:04:47.728,3780,TCP  ,[IP_ADDRESS],2383,Chrome,24,Female,IT,Premium,Spanish,9.936,No,0,Cash
2017-03-15 00:04:47.728,2045,TCP  ,[IP_ADDRESS],3369,Chrome,22,Male,AT,Premium,Spanish,0,Yes,157.92,Credit Card
2017-03-15 00:05:57.443,2459,TCP  ,[IP_ADDRESS],381,Chrome,61,Female,SE,Premium,Spanish,275.928,No,0,Cash
2017-03-15 00:05:57.443,1536,TCP  ,[IP_ADDRESS],8681,Chrome,25,Female,CN,Premium,Spanish,1740.06,No,0,Credit Card
2017-03-15 00:03:43.040,4186,TCP  ,[IP_ADDRESS],1035,Chrome,66,Female,CH,Premium,Spanish,32.064,No,0,Credit Card
2017-03-15 00:03:43.040,4165,TCP  ,[IP_ADDRESS],8597,Chrome,59,Female,US,Premium,Spanish,177.98,No,0,Cash
2017-03-15 00:04:58.428,2474,TCP  ,[IP_ADDRESS],2163,Chrome,38,Male,AU,Premium,Spanish,143.976,No,0,Cash
2017-03-15 00:04:58.428,3999,TCP  ,[IP_ADDRESS],3185,Chrome,34,Male,IT,Premium,Spanish,20.94,No,0,Debit Card
2017-03-15 00:05:02.646,1597,TCP  ,[IP_ADDRESS],2383,Chrome,26,Female,CH,Premium,Spanish,110.96,No,0,Cash
2017-03-15 00:05:02.646,3532,TCP  ,[IP_ADDRESS],3317,Chrome,59,Female,US,Premium,Spanish,340.144,No,0,Cash
2017-03-15 00:05:04.635,3452,TCP  ,[IP_ADDRESS],3185,Others,53,Female,RU,Premium,Spanish,52.448,No,0,Debit Card
2017-03-15 00:05:04.635,4170,TCP  ,[IP_ADDRESS],2267,Others,23,Male,US,Premium,Spanish,20.16,No,0,Others
2017-03-15 00:08:02.927,3041,TCP  ,[IP_ADDRESS],3093,Others,23,Female,AE,Premium,Spanish,97.264,No,0,Credit Card
2017-03-15 00:08:02.927,2140,TCP  ,[IP_ADDRESS],2843,Others,66,Female,IT,Premium,Spanish,396.802,No,0,Debit Card
2017-03-15 00:04:29.647,2562,TCP  ,[IP_ADDRESS],2625,Others,56,Female,IT,Premium,Spanish,15.88,No,0,Cash
2017-03-15 00:04:29.647,3551,TCP  ,[IP_ADDRESS],1724,Others,38,Female,US,Premium,Spanish,3.28,No,0,Credit Card
2017-03-15 00:05:08.556,3567,TCP  ,[IP_ADDRESS],2279,Mozilla Firefox,28,Male,CH,Premium,Spanish,24.816,No,0,Cash
2017-03-15 00:05:08.556,2687,TCP  ,[IP_ADDRESS],3289,Mozilla Firefox,44,Female,CH,Premium,Spanish,408.744,No,0,Credit Card
2017-03-15 00:05:14.775,3889,TCP  ,[IP_ADDRESS],3185,Mozilla Firefox,26,Female,IT,Premium,Spanish,503.96,No,0,Cash
2017-03-15 00:05:14.775,1781,TCP  ,[IP_ADDRESS],2267,Mozilla Firefox,41,Female,AT,Premium,Spanish,149.95,No,0,Credit Card
2017-03-15 00:05:19.279,4070,TCP  ,[IP_ADDRESS],2163,Mozilla Firefox,50,Male,IE,Premium,Spanish,29,No,0,Others
2017-03-15 00:05:19.279,4865,TCP  ,[IP_ADDRESS],3237,Mozilla Firefox,23,Female,US,Premium,Spanish,0,No,0,Credit Card
2017-03-15 00:08:22.188,4763,TCP  ,[IP_ADDRESS],3198,Android App,31,Female,US,Premium,Spanish,176.8,No,0,Cash
2017-03-15 00:08:22.188,2264,TCP  ,[IP_ADDRESS],3079,Android App,26,Male,CA,Premium,Spanish,37.224,No,0,Credit Card
2017-03-15 00:05:29.135,3883,TCP  ,[IP_ADDRESS],2267,Android App,56,Female,CH,Premium,Spanish,20.016,No,0,Debit Card
2017-03-15 00:05:29.135,3177,TCP  ,[IP_ADDRESS],3185,Android App,34,Female,US,Premium,Spanish,899.136,No,0,Cash
